"id","brand","model","year","category","engine_capacity"
"ea9bf8821bc34dcf2535cb8620e6f1dd","Harley-Davidson","Softail Breakout 114",2018,"Custom / cruiser",1870
"ea9ca37163ab8d250e2cc1066cc23904","Kawasaki","KX 450F",2013,"Cross / motocross",450
"ea9f302352d501036842fa65337b64f0","Hyosung","GV 650 Aquila",2005,"Custom / cruiser",650
"eaa1b8ef11e6db9e620b15264aafdd17","Triumph","Tiger 800 XR",2020,"Super motard",800
"eaa47c440b42ac1e9e35b67b425277d2","Kawasaki","ZRX 1200 R",2003,"Naked bike",1160
"eaa79bf8ec2db6f51ef038f52d1f69fb","Enfield","Classic 350",2011,"Classic",350
"eaa7bf9b4e857dc1d50427732b6a8644","Yamaha","FZ6 S2",2008,"Naked bike",600
"eaa9dee71a3d077be094d38df85d0c9c","Kawasaki","KLX300R",1999,"Enduro / offroad",300
"eab0ca20e950861c3cb3e1efe9aba830","BMW","R 850 R",2005,"Naked bike",850
"eab2dc6506fe748c3097131ef4c38685","Kawasaki","Z 440 LTD Belt Drive (reduced effect)",1985,"Touring",440
"eab3cd93b3a684154a591a46ffca1b64","MZ","1000 S",2008,"Sport",1000
"eab76c8ba5807161fc9b596abe9528a0","Honda","XR650L",2013,"Enduro / offroad",640
"eaba7bf0e8abe1e8d4d802cb6e1b403e","Husqvarna","TC 250",2010,"Cross / motocross",250
"eabba2831d9a25712165f75c4eb7ea2f","Enfield","Bullet 500",2018,"Classic",500
"eabebd9b381eaa4619d8d466451e04a2","Harley-Davidson","Tri Glide Ultra",2022,"Touring",1870
"eabee6297e95cd728cbfe59efc69c00f","Suzuki","Hayabusa",2023,"Sport",1340
"eac7049d1ad12f722887c8825eac82dd","BMW","K 75 RT",1992,"Touring",740
"eacd86fbfb1b0feb5920503539402eff","KTM","530 EXC",2009,"Enduro / offroad",510
"ead900b730f753719659f5c608f04043","Honda","CB500X",2022,"Sport",470
"eadad477678a85692d0bf3fb30752f96","Harley-Davidson","Iron 1200",2021,"Custom / cruiser",1200
"eae16ef00897bd9a904b64312223dbf7","Harley-Davidson","Road King Special",2021,"Touring",1870
"eae23ac2e7d9600da4eff4279c510fd6","Aprilia","SportCity Cube 300",2012,"Scooter",280
"eae584e4bdcf20375594cdc94492041d","Suzuki","Intruder LC 250",2002,"Custom / cruiser",250
"eae75a196eb1f2a3c1b0883b754967b6","Harley-Davidson","Ultra Limited",2018,"Touring",1750
"eaee8642002e96fe602edc3496025238","Yamaha","XV 535 (reduced effect)",1991,"Custom / cruiser",540
"eaf061e88cb6e238e0e3eadd6ac34cd1","Suzuki","VL 1500 LC Intruder",2001,"Custom / cruiser",1460
"eaf9a0fb272e4fb84384dc7326516bfd","Kawasaki","VN 800 Classic",1997,"Custom / cruiser",810
"eafee46d2b581808a7b9138c4b47b026","BMW","G 450 X",2010,"Enduro / offroad",450
"eb093e90416aaf0f22398f2dda29b604","Honda","VT750C Shadow",2009,"Custom / cruiser",750
"eb0f0f97215fcf5a77f7af201399438b","Aprilia","Pegaso 650 Trail",2006,"Trial",660
"eb0f887caebd367cc5d979b3cd7fccdb","KTM","250 SX",2015,"Cross / motocross",250
"eb1b06f6bff2efa9aafb7aa0398e4ec3","Honda","CB 750 F2 Seven-Fifty",1999,"Naked bike",750
"eb1f37f46dba67948458a6a06d72db5c","Sym","Joymax 300 ABS",2017,"Scooter",280
"eb243f85665ef6fcddba4e11e64f7d3f","Husqvarna","SM510R",2010,"Super motard",500
"eb390e8611e937dca479029727f2bc64","GAS GAS","GAS MC250",2007,"Cross / motocross",250
"eb39dccd6a09542c179f94cd6ca209d3","Yamaha","Morphous",2008,"Scooter",250
"eb3c03b43de4ee5ea6d37e8a97e95bc9","Suzuki","DR 650 SE",2005,"Enduro / offroad",640
"eb41c1542feb525ac83f52f181b213c2","BMW","F800 ST",2007,"Sport touring",800
"eb477d320a0e7adc904fbcc1db52b743","Kawasaki","Vulcan 900 Classic",2009,"Custom / cruiser",900
"eb4a6185f22af6ef05b76895459e4f44","SWM","Gran Milano Outlaw",2020,"Allround",450
"eb4b4cfa3b33bd665ec9387373b389fb","Victory","Vegas",2011,"Custom / cruiser",1730
"eb4dff2e2e7f5e0fa7bd18305ba16aee","Suzuki","DR 200 SE",2004,"Enduro / offroad",200
"eb5336dd3547c2b03e606a25a3e1657d","Suzuki","GW250",2014,"Allround",250
"eb53bbef3188d6c8bb0582ccbf0c8cdc","Honda","CBF600N",2010,"Naked bike",600
"eb59fa906a868c81eab6e8a66349906d","Harley-Davidson","Road King Classic",2016,"Touring",1690
"eb5d675a796547c96fe45e6e11d604eb","Aprilia","Dorsoduro 750 Factory",2011,"Super motard",750
"eb5ed7340f927343142921d8088ca9b3","Linhai","200 GY",2005,"Trial",200
"eb5fe6d822c31079c60149d5b0f8bab3","Moto Morini","Morini Granpasso H83",2009,"Allround",1190
"eb6193c506c9979a5ecb941da05daaef","BMW","G 650 GS Sertao",2012,"Enduro / offroad",650
"eb663ba2709f9bbc7b15fb2ba9f9a9f0","Kawasaki","Zephyr 750",1994,"Sport",740
"eb6a4342b83d7599e090307df27d1b3f","UM","V2S-250R",2009,"Sport",250
"eb6a494c2b0c612931a86054bf4bd9ab","Suzuki","Bandit 1200 S",2004,"Sport",1160
"eb6d6eeb15355eff90f92ac57b59f705","Yamaha","SRX 6",1988,"Naked bike",610
"eb7bdb7aa1072397b7dd06d922852a9c","Husaberg","TE 300",2012,"Enduro / offroad",290
"eb81cb3a1ae72da1abfeec363e67f67e","Kawasaki","KLX 450R",2008,"Enduro / offroad",450
"eb876da75c75c3e1213a87868d2f71d3","Suzuki","SV 650 S",2004,"Sport",650
"eb8a05a2c8f99f232b2907296f2e171f","Honda","F6C Valkyrie",1998,"Custom / cruiser",1520
"eb8d5e23d7286a4765a50c2cbc93ce09","Honda","VTX 1800 C",2002,"Custom / cruiser",1800
"eb9986d3f418d1d2dbf67d7987b053b0","Moto Guzzi","Guzzi Norge 1200 GT",2012,"Touring",1150
"eb9ca4af7ae6ed3ac70ff8a80b8e053e","Husqvarna","SM 530RR",2010,"Super motard",530
"eba4afe189c4effbe5d371fcda1d95e7","CF Moto","Moto Jet Max",2010,"Scooter",250
"eba5ad6957a40557dea1bb82959338d4","Indian","Dakota 4 Highway",2007,"Touring",1850
"eba6b454540980db5de808d82af759b0","Yamaha","MT-07",2014,"Naked bike",690
"ebaceb87a061dcfa6c1f4aa08631a7df","KTM","690 SMC R",2016,"Super motard",690
"ebad4d5087e79580834ec0fd7207b08f","KTM","RC 390",2014,"Sport",370
"ebaf13bdde41209852fac71d797394ed","Moto Guzzi","Guzzi V7 III Stone",2018,"Classic",740
"ebb83369d2e61172949c047a0667de84","Titan","Gecko",2000,"Custom / cruiser",1570
"ebbe5ed490ac35b367911942b82020f6","Benelli","Tornado Tre 900",2007,"Sport",900
"ebbfd6a7ded7efc14d053ff5f738cd5d","Scorpa","T-Ride 250F",2011,"Enduro / offroad",250
"ebc623da8f5ec90ac4df7e2a884a68e4","Bajaj","Pulsar 200NS",2015,"Sport",200
"ebc831f33c90205f7bb2941c021195c0","Moto Guzzi","Guzzi 1100 Sport Corsa",2000,"Sport",1060
"ebcc39d8d54c645b9bc83d3264bb2388","Izuka","CL 250",2016,"Custom / cruiser",250
"ebcda3fc24d935a96f69c2affffece36","Honda","CBR600F",2012,"Sport",600
"ebd6d1931a98a878c589c37d8b70f5b8","Kawasaki","Vulcan  1700 Nomad",2014,"Touring",1700
"ebd726916ca9e654444358c0f90ba8a6","AJP","Pr4 200 Enduro",2006,"Enduro / offroad",200
"ebe788372042a84237faa369bfdc6f35","Honda","VTR 1000 F",1997,"Sport",1000
"ebf67c3daf28dadee38160fa7fbbc232","Suzuki","DR-Z 400 S",2007,"Enduro / offroad",400
"ebfafa2485aca8642844cf480d778682","Ducati","500 SL Pantah",1981,"Sport touring",500
"ebfe79505cd0c8bba4ad6b987934d9df","Yamaha","XT250",2020,"Trial",250
"ec0640edcb44e1449b120cd782e351f9","Honda","XL700V C-ABS",2010,"Enduro / offroad",680
"ec068121dd9085461be3a137d3c05939","Honda","CM 250 C",1983,"Custom / cruiser",230
"ec0a521f426fc0593a2b9cbd87000c32","Factory Bike","Bike Desert YR 250",2005,"Enduro / offroad",250
"ec11d178ff8e5cd04d7c31fbc9c77ee6","KTM","250 EXC Six days",2013,"Enduro / offroad",250
"ec180d724995e076061cdbeb580127f7","Jawa-CZ","350 Basic",2008,"Sport",340
"ec19d1e168dd3a639cbe68253aa422c1","Enfield","350 Bullet",1987,"Classic",350
"ec21a328a707a21baaa71e3c9c558d06","Triumph","Speed Triple 1200 RS",2021,"Naked bike",1160
"ec27f3c7cf3ee67fdb382af3edab53c0","Honda","CBR1000RR SP",2018,"Sport",1000
"ec2aafd0d3cf85ca2f42957669d8aadf","MV Agusta","Agusta Brutale 1090 RR",2015,"Naked bike",1080
"ec2f43b61aed721438999d6439c5356f","MV Agusta","Agusta Dragster Rosso",2022,"Naked bike",800
"ec381dba0c949e17ed4880ed47b7145c","Suzuki","GS 450 S",1988,"Touring",450
"ec38e325d3c6e06a3e0c0d3827cf3ba4","Yamaha","YZF-R1 LE",2010,"Sport",1000
"ec41394d13cc005e1fe515ece2b2fb48","KTM","950 Adventure S",2003,"Enduro / offroad",940
"ec47f8c0f4184813d6b05189f2692ee5","KTM","450 SX-F",2018,"Cross / motocross",450
"ec4881cccdea3a11a83529b6d45a11af","TM Racing","Racing MX 450 F Cross",2004,"Cross / motocross",450
"ec4c50b848f88f397fa621b562fee4a2","KTM","250 EXC-F Six days",2013,"Enduro / offroad",250
"ec50f92028f23e5de3a10ad4b3dc022d","Triumph","Tiger",2010,"Allround",1050
"ec55267c7dd756923f94c567312a73a0","Track","T-800 CDI",2010,"Enduro / offroad",800
"ec5551284397e0ddb38225bebf06eb68","Enfield","Bullet Sixty-5",2006,"Classic",500
"ec5ce34a9fe9b19e0faaceeab1ce0999","Yamaha","XT 500",1981,"Enduro / offroad",500
"ec61b3e74f558bf75c7700b71f9de9e0","Honda","Shadow Slasher",2006,"Custom / cruiser",400
"ec6d5b49b1dbdf9d9dc25c06092701d7","Kawasaki","VN 900 Light Tourer",2012,"Touring",900
"ec73b61c18d1b6f69bccfb1216a1ca9d","Suzuki","VX 800 (reduced effect)",1990,"Naked bike",810
"ec782e7da9b9df75e5d784b945c79a5d","Husqvarna","FE 501",2022,"Enduro / offroad",510
"ec788756137592cb67610b33b9ef2db6","Harley-Davidson","FLSTFI Fat Boy",2003,"Custom / cruiser",1450
"ec7a7eb51991fdd7ec761dd6db5e8f87","Yamaha","Niken",2018,"Naked bike",850
"ec7bf5192d6f9184d09a4741bf3cdbee","Yamaha","FZR 600",1989,"Sport",600
"ec7d2484e482a60134bfdbfe1c668313","Kawasaki","VN 1500 Mean Streak",2002,"Custom / cruiser",1470
"ec7e59f96f35bc78fa05fde4003c597c","Honda","Shadow Aero",2015,"Custom / cruiser",750
"ec834240b808b75b1276e11b0764e379","Indian","Chief Vintage",2003,"Custom / cruiser",1640
"ec87c10a59c915390ad9d2cc5fc73171","Yamaha","TMAX",2018,"Scooter",530
"ec88bfcbd6d672fdae2dc006b2776a40","Kawasaki","KL250-G6 Super Sherpa",2002,"Enduro / offroad",250
"ec8afd3832bf8261c5be3287cf388141","Aprilia","Atlantic 500 Sprint",2006,"Scooter",460
"ec931d4a2885323c15f2c22b34c4d393","Triumph","Daytona T595",1997,"Sport",960
"ec9ac5ab4050eba2050b7c424d6d4549","Harley-Davidson","FXSTSSE3 CVO Softail Springer",2009,"Custom / cruiser",1800
"eca7139c2ade6151ae2b47779743bbd6","KTM","Freeride 350",2012,"Enduro / offroad",350
"eca80d74114028e3016b25aaf3614bdb","Gilera","Nexus 250",2007,"Scooter",240
"ecabd035277f6f19f238a38f03a44f61","Enfield","350 Bullet De Luxe",1980,"Allround",350
"ecba8126a4dd247b9c8217a08659d363","Harley-Davidson","Sport Glide",2021,"Custom / cruiser",1750
"ecbb7d26f528ce065d8e6307a371b936","Aprilia","Pegaso 650",2011,"Super motard",660
"ecbd3e33c86c0c428cbf9c00711b8c25","Suzuki","AN 250 Burgman",2000,"Scooter",250
"ecc16cf2489a07607591b9cba939bbe7","Aprilia","Shiver 900",2019,"Naked bike",900
"ecc28f44885eee321a476674b42ec947","Kymco","AK 550",2022,"Scooter",550
"ecc55287222c0a9d8ce300ed093336e5","Honda","VT 600 C Shadow",2001,"Custom / cruiser",580
"ecc5659fe079a0b300d9d4bb41aa77f3","Yamaha","XS 400 DOHC",1982,"Naked bike",400
"ecc5c4b345ce65749e69b560c2bc9763","Honda","Fury",2015,"Custom / cruiser",1310
"ecd0b9dbca92e17e4b0ee651ec90c8d3","Suzuki","Bandit 650",2006,"Naked bike",660
"ecd500e283ee47a025857bdeda433980","Laverda","750 SS",2000,"Sport",750
"ecd6a0989ca643de032d7afe002fddef","Yamaha","Royal Star Tour Deluxe",2011,"Touring",1290
"ecd8b91aff2631ee8f41eaac1a9ca87c","Enfield","Classic Chrome",2012,"Classic",500
"ecdc18612539afba39c2b08715b42d44","Harley-Davidson","FXRT 1340 Sport Glide",1990,"Sport touring",1330
"ecde94e9df27ebc438a7789b57176951","Yamaha","Super Tenere ES",2017,"Super motard",1200
"ece0837308eb9a17532b879fe86a2073","Kawasaki","Vulcan 900 Classic",2012,"Custom / cruiser",900
"ece085bfc1b344d15dbf5fccae9475ec","Suzuki","DR-Z400S",2008,"Enduro / offroad",400
"ece400a0139862c5d570724caaef4ec7","SWM","SM 650 R",2016,"Super motard",600
"ece96cf24bce8fb21d7b617876c9bc10","KTM","390 Duke",2018,"Naked bike",370
"ecfa65444842261548944238bd9f652e","KTM","1190 RC8",2010,"Sport",1150
"ecfdf473a80559203edb03e32c977d00","Kawasaki","Vulcan  1700 Nomad",2017,"Touring",1700
"ecfe6811eda007008e951a92c51c53dc","Suzuki","Boulevard C50T",2008,"Touring",820
"ecfff03c927034b275542b4860b693e7","Yamaha","RD 350 LC YPVS (reduced effect)",1983,"Sport",350
"ed02664412ba25c1fd40c313e132cf24","Benelli","BX 570 Motard",2010,"Super motard",570
"ed03af179b89bb2e97dd91604aa471b5","Honda","CB500X",2016,"Sport",470
"ed09a7dee86b01764703b478f7125df6","Ural","Wolf 750 Solo",2012,"Custom / cruiser",750
"ed10cf4db4e19d0133bfb1fecee647e4","KTM","1190 Adventure R",2016,"Allround",1200
"ed13646d336a1e382a5bf38f914ec8cb","Yamaha","V Star 1100 Silverado",2009,"Touring",1070
"ed14114dbfa1afa0705106338572af65","Ducati","Monster 695",2007,"Naked bike",700
"ed27e1c1e5341b76d2b0ffe643c61ca5","Harley-Davidson","FXS 1340 Low Rider",1981,"Sport touring",1340
"ed3259ec6657c04a9871121d18998db1","Triumph","Street Triple RS",2020,"Naked bike",770
"ed32cb3f03f200607de4f22ae66928a0","Harley-Davidson","FLHTC Electra Glide Classic",2011,"Touring",1580
"ed35169519d43173920de5a8b85d4c07","Honda","CRF 230 F",2008,"Enduro / offroad",220
"ed3805c61713fd262fc2916937d23ad9","Moto Guzzi","Guzzi California Stone Metal",2002,"Custom / cruiser",1060
"ed3988300a20c7aadc61895364d186d1","BMW","F 800 GT",2016,"Sport touring",800
"ed3f4b60f2149788c4e22fbd603f3b32","Suzuki","GSX 1100 F",1991,"Sport touring",1130
"ed3ff737d4c6c6ab9d2f586f7b743d49","Kawasaki","ZX 6 R",2003,"Sport",640
"ed4b347fff7236b145bc4511fde80a99","MV Agusta","Agusta F3 800 RC",2019,"Sport",800
"ed53613fc8cac8875f2a4897f0df8f6d","Enfield","Bullet 350",2009,"Classic",350
"ed5922682c7db2edc6383bb1807cee52","Yamaha","FZ8 ABS",2011,"Sport",780
"ed5cc2cdd0293ba1e9679a51d424fc52","Suzuki","GS500F",2009,"Sport",490
"ed6110d090f97e91f4c8a265eb0a361c","Kawasaki","Z1000 Special Edition",2013,"Naked bike",1040
"ed67c7501059ef5397f9eafa9c4e497b","Moto Guzzi","Guzzi V 1000 SP",1981,"Classic",950
"ed7419e37d28af9baa17747be38e78b5","KTM","600 Enduro Sport",1984,"Enduro / offroad",560
"ed7f4952b8e5ba4fe65cd39ceec2b0bf","Yamaha","Stratoliner Midnight",2007,"Custom / cruiser",1850
"ed8219485180909a064ccee17bc81091","Honda","VTX1300R Retro",2008,"Custom / cruiser",1310
"ed84c14400c6fab2f5b598d86bc8b574","Suzuki","V-Strom 650XT ABS",2015,"Super motard",650
"ed8df2fc8291f8db5dcd6bf70f729298","Husqvarna","701 Supermoto",2018,"Super motard",690
"ed8f9266f53d8e8f740cb605ccd9b434","Enfield","Diesel",1997,"Naked bike",330
"ed91bf23a958504ce1c1f1926bf98931","BMW","K 75 S",1990,"Sport touring",740
"ed9c9db2cbaad20b7513812f6d3b5498","Yamaha","MT-25",2023,"Naked bike",250
"ed9f0c4b32859d17fa6eea41fbfd3f4c","Honda","CBF600F",2012,"Naked bike",600
"eda291e8dcea9682d35c02e11452208f","Honda","GL 1800 Gold Wing Tour",2021,"Touring",1830
"eda4548aa5c6b8e02bca9019f52787c2","Yamaha","YZ250F",2008,"Cross / motocross",250
"edaeb02168b03bfe51f60906204a8db5","Yamaha","YZF-R1M",2017,"Sport",1000
"edb02b14345f5f66c3a57489787a21bc","KTM","250 EXC-F",2007,"Enduro / offroad",250
"edb34313ade85a4f1c3144ca56228ace","Sherco","SE 300i Racing",2013,"Enduro / offroad",300
"edb6d80d39ce1f6afba7afa8d1932273","BMW","K 1200 R",2008,"Sport",1160
"edcbe7c0770c6c7f9353a1fcabdd666f","Honda","CRF 250 R",2005,"Cross / motocross",250
"edceacde889cdd2d75d623f6fe9f2c5a","Honda","CB500F",2013,"Naked bike",470
"edd09527daf2a04d2e75c11601dcfa9d","Linhai","Aeolus 260",2016,"Scooter",260
"edd5226846174c2c725cf33791e94d5e","Ducati","916 Senna",1998,"Sport",920
"edd9f27f0bf54ceb9f6ef0be825d4732","Husqvarna","TR650 Strada",2014,"Super motard",650
"eddd003bb30bd98fe68f09c5ddd94df1","Yamaha","RD 350",1987,"Classic",350
"ede294f809612f6b905c585636944f6d","Suzuki","GSF 250 V Bandit",2000,"Naked bike",250
"edecfa70d5ce4e27f060e0015f6c8c8c","Husqvarna","WR 360",2002,"Enduro / offroad",350
"edf201666ad2200bdb6bad69632b51bd","Victory","Magnum",2017,"Touring",1740
"edf5cf691d9dbe744092b8bcc25458fd","KTM","990 SM T",2013,"Super motard",1000
"edf8f05a5e6fd716a6e32a38c74169e0","Yamaha","V Star 950 Tourer",2011,"Touring",940
"edfa9b24479719a5d6128a3f377d9fa2","BMW","F 800 R",2011,"Naked bike",800
"edfb640ae44579a6bd0e3ac01dd0917d","Yamaha","Road Star Silverado",2009,"Touring",1670
"ee0012b82e8fc381ecdab648dc495a98","Ducati","Scrambler 1100 Sport",2019,"Classic",1080
"ee004fb53eb806c9d8da0e01097a808e","Yamaha","YZ250",2018,"Cross / motocross",250
"ee08e628e23a15925e2b077e5b96828e","Ducati","Multistrada 1260 Pikes Peak",2019,"Allround",1260
"ee0c63924f33a30734bb123578d705af","TM Racing","Racing EN 250",2006,"Enduro / offroad",250
"ee0db6674b6e1e7ab152108bf665296f","Moto Guzzi","Guzzi V 65 Florida",1987,"Custom / cruiser",640
"ee0f83e13febd54b35158fe58a017a94","Ducati","Monster S4 R",2004,"Naked bike",1000
"ee280f2715135a0e66d64eb17a9b570a","Triumph","Bonneville Bobber Black",2018,"Classic",1200
"ee28d2b529bdc94ada559cd54571301a","Honda","VTR 250",2015,"Naked bike",250
"ee2d739ffa186d135f9b2fe1d6d12b25","Harley-Davidson","Road King Special",2020,"Touring",1870
"ee2eb0445dfc70e094831d74abeb1412","Harley-Davidson","FLSTFB Softail Fat Boy Lo",2012,"Custom / cruiser",1690
"ee32aeaf1cf3a32d27f0c6d75fb0c8c0","Moto Guzzi","Guzzi California Stone",2003,"Custom / cruiser",1060
"ee399c2459bf614e742cf470d188225e","Honda","CTX1300",2014,"Custom / cruiser",1260
"ee3c0ebc57a11af4dabcdd5c1eeae30b","Victory","Hammer S",2016,"Custom / cruiser",1740
"ee4715690611ab3b283e4aa13db3f499","BMW","R 1200 RT",2017,"Touring",1170
"ee4e9361aa614084b9b23885d0efe590","TM Racing","Racing EN 250 Enduro",2004,"Enduro / offroad",250
"ee52ac6102920b56599fe24f444eeaa3","Honda","VT 500 E",1987,"Allround",490
"ee53a654aae1eb2324b139769b904818","Honda","VT 600 C Shadow",2003,"Custom / cruiser",580
"ee5de5b908f7dc861a6559caafad6701","Suzuki","GSX 400 S",1987,"Naked bike",400
"ee5fa97290268e0dd28ef788b4a6ad93","BMW","R 1200 C Classic",2005,"Custom / cruiser",1170
"ee604e3cc3d85e5870ef4ccd37d078b1","Kawasaki","GPZ 400",1985,"Sport",400
"ee64059557b1971802bcad6669521235","Husaberg","FE 501 E",2003,"Enduro / offroad",500
"ee7473eb1ba678cbe3623c2a34960e03","Laverda","Sport 650",1996,"Sport",670
"ee7ba0374dbc74ace9f9f534840e9fa2","BMW","F650GS",2007,"Enduro / offroad",650
"ee7de28524250e06c269d68ee8fbadc2","Suzuki","DR200",2016,"Enduro / offroad",200
"ee81bce2108f0ae207d686762522622b","Honda","VT 1100 C2 Shadow ACE",1996,"Custom / cruiser",1100
"ee859af0e9933708729fd003106825e3","Husqvarna","FE 450",2018,"Enduro / offroad",450
"ee87215a3a3444c5402ffafa7054f950","Benelli","900 Sei Sport",1985,"Sport",910
"ee89af8e36d25b38a626c72f70cf3aa0","KTM","690 Enduro R",2013,"Enduro / offroad",690
"ee8afa50979c80dadea104aa0e590164","Yamaha","XT 600 K",1990,"Allround",600
"ee8f94a9a5ecf184f6d9171d65869c57","Ducati","ST3",2007,"Sport touring",990
"ee908eccf2fae79d16d736f9896feff0","Bajaj","Pulsar 200 DTS-i",2009,"Sport",200
"ee914e105cf488dcf8204ef246c963f0","Yamaha","V Star 1300 Tourer",2013,"Touring",1310
"eea072035634a0a949696935b478353c","Ural","Tourist",1997,"Classic",650
"eeb155d4bfce9b07af683407d859f36e","Ducati","Streetfighter",2010,"Naked bike",1100
"eeb4614248c7904311bc157aea23334e","BMW","HP2 Enduro",2006,"Enduro / offroad",1170
"eeb5cc445750f3675db1667627ee8a20","MV Agusta","Agusta F4 Brutale Oro",2004,"Naked bike",750
"eeb739b6091662fe3fc5304569d2711f","Honda","Shadow Phantom",2015,"Custom / cruiser",750
"eeb784f214dbb88ed43e3f17e9b835bf","Husqvarna","TE450",2007,"Enduro / offroad",450
"eeb8dbdc6b828c07fd4a0edc1de00e37","Suzuki","GSX-R 600",2007,"Sport",600
"eebdf07b693a5ec6f476e9502bafc342","Kikker 5150","5150 Hardknock 200",2011,"Classic",200
"eec36b2070d3bfacb7fccd9f8581f7c5","Moto Guzzi","Guzzi Griso 1200 S.E.",2015,"Naked bike",1150
"eec68210c13c764030e16d49b6603596","Harley-Davidson","VRSCA V-Rod",2005,"Custom / cruiser",1130
"eecd4716ecc6d90ca76c350421c8776f","Harley-Davidson","FXST 1340 Softail",1986,"Sport touring",1340
"eed1ce15225598ac234e7bb52c8084cd","Suzuki","GS 500 F",2005,"Sport",490
"eee58e392493ee10037ada0509139881","Horex","VR6 Roadster",2012,"Naked bike",1220
"eee6cc5106c3555094ad69f40c14584c","Kawasaki","Ninja 300 ABS",2014,"Sport",300
"eee9caf490688ac476632afe082cc412","MZ","Classic 300",1998,"Naked bike",290
"eeebc542c471ccae9c16156927922035","MV Agusta","Agusta F4 1000S 1+ 1",2005,"Sport",1000
"eeec81bd7ff0f62710b06db84569a3de","KTM","300 XC",2013,"Enduro / offroad",290
"eefbbafa3e990abf65cc002bd97fd268","Yamaha","XVS 1100 A DragStar Classic",2007,"Custom / cruiser",1060
"eefc44c63bc0081db7ab8cdf85cc9fd4","Kawasaki","Ninja  1000 ABS",2015,"Sport",1040
"eefd816377bef350ad3b97f4cb41c9cb","Yamaha","XVS950A Midnight Star",2014,"Custom / cruiser",940
"ef05040443d2865a7857f0cff63b18c3","Harley-Davidson","FLHRC Road King Classic",2009,"Touring",1580
"ef077cd6dc717f2985a0d097d2eab201","Yamaha","Road Star 1700",2005,"Custom / cruiser",1670
"ef0bae6a48d6a705d2acfd18c581d5b4","Yamaha","XV 535 Virago",1989,"Touring",540
"ef11a86f55a862829c1449c5a9071eb6","Suzuki","RG 250 Gamma",1986,"Sport",250
"ef186e557b1e50ae84c9566e0d3131b7","UM","Renegade 200",2006,"Custom / cruiser",200
"ef1a1b42b50bf4d5f622a08e912b561a","Harley-Davidson","FLHT Electra Glide Standard",2000,"Custom / cruiser",1500
"ef1cda45cfedcb4818ad93a66e564023","Enfield","Bullet Electra EFI",2012,"Classic",500
"ef1e44732e5d230ca23b44a7bd97f09d","BMW","K 1600 GTL",2013,"Touring",1650
"ef2e4699f2171f7217cb16daa1b0b6fa","Honda","XR 650 R",2002,"Cross / motocross",650
"ef3228c5b7c79a45b6f4d22425d77fbf","Buell","Firebolt XB12R",2005,"Sport",1200
"ef343744ebc3e8595a0b6aff8925b30e","Suzuki","XF 650 Freewind",2000,"Super motard",640
"ef3b5f8fafe349b8a10167d259e1675b","Cagiva","Elefant 750",1990,"Enduro / offroad",750
"ef3f65fca85613f0674cecafd687c983","Hyosung","GV 250 Cruiser",2004,"Custom / cruiser",250
"ef40cebf76f6b5f9be428eb30e0051ce","Honda","FT 500",1982,"Cross / motocross",500
"ef4115bfdaf9dd43aaaa2e12c24ad34d","Honda","CB1100 EX",2017,"Classic",1140
"ef44b0ab71515a9ee08a6976c416e591","Harley-Davidson","Softail Slim",2017,"Custom / cruiser",1690
"ef4fd73efee8f0114bbc133635c42705","Ghezzi-Brian","Supertwin 1100",2001,"Sport",1060
"ef509275c83371d8d8c9cd7e2d7d3c88","Suzuki","V-Strom 650 ABS Tourer",2013,"Sport touring",650
"ef54d0322c266a1b215ee966de6de3f1","Aprilia","RSV4",2021,"Sport",1100
"ef5a8a7f7dad6e7f917f170692b2b963","GAS GAS","GAS SM 450",2004,"Super motard",400
"ef5f631da716b99544ddb81d3d22221b","Suzuki","250 SB",2005,"Sport",250
"ef68dc7c94c3790b5294b60efe0337af","Triumph","TSX",1982,"Touring",740
"ef6bc27d8400c35f2f52d68d6038b4ed","Kawasaki","ZZ-R 1200",2003,"Sport touring",1160
"ef6c39ede9be21ca5ba4a94be1a32ec8","BMW","R 1200 RT Police",2007,"Touring",1170
"ef7641f32553efe12c1aca1edd66a010","Kawasaki","Ninja  ZX-10R ABS",2015,"Sport",1000
"ef8dcf92c5c087e32595efeee622346c","Yamaha","X-MAX 300",2020,"Scooter",290
"ef8ec3479c2f1efe2b6cd37aa591fa73","KTM","990 Super Duke",2007,"Naked bike",1000
"ef8ed6ccfa2f92429b60b834a8c19d42","KTM","450 XC-F",2021,"Enduro / offroad",450
"ef93462b161f07943c43b12dc0dcbcec","Triumph","Thunderbird",2010,"Custom / cruiser",1590
"efa109e3d800801b60cf041acb182c6f","Triumph","America",2015,"Custom / cruiser",870
"efa565bf2642a3e8ab4513d59927bc47","Yamaha","TDM 900",2004,"Sport touring",890
"efa73986d9eaabbe1bc5a109ae931177","Kawasaki","Z1000SX",2015,"Sport touring",1040
"efaf0c1a0859f9472755fd8a0492037e","Harley-Davidson","Softail Breakout",2018,"Custom / cruiser",1750
"efbacc59261eda918b13d86618bd6d83","Honda","CBR 300R",2014,"Sport",290
"efbb423abc322e63bed636e073c37dcc","Harley-Davidson","Sportster Iron 883 Dark Custom",2014,"Custom / cruiser",880
"efc543c43bc6ff4f703bf3fca3dce787","Suzuki","Boulevard M90",2009,"Custom / cruiser",1460
